"","GSM1545535_10_6_5_11","GSM1545536_9_6_5_11","GSM1545538_purep53","GSM1545539_JMS8.2","GSM1545540_JMS8.3","GSM1545541_JMS8.4","GSM1545542_JMS8.5","GSM1545544_JMS9.P7c","GSM1545545_JMS9.P8c"
"597",0,0,0,0,0,0,0,0,0
"598",0,0,1,1,0,0,0,0,0
"599",0,0,0,0,0,0,0,0,0
"600",0,0,40,37,1,1,74,0,0
"601",0,14,28,20,7,6,40,7,5
"602",885,1011,9382,8522,2151,938,16785,731,609
"603",0,2,4,0,3,0,0,0,0
"604",1,0,0,0,0,2,0,0,0
"605",4466,5607,2662,2563,10081,5982,2886,3633,3205
"606",0,0,0,0,0,0,0,0,0
"607",2298,4548,2556,2510,8612,4151,2569,2719,1553
"608",2,2,1,1,1,3,0,5,0
"609",0,0,0,0,1,2,0,0,0
"610",0,0,0,0,0,1,0,0,0
"611",0,0,1,0,0,0,1,0,0
"612",1603,460,6687,10085,1235,2909,5743,301,1293
"613",1708,2311,4578,4041,5006,3448,4234,1455,1242
"614",0,1,0,0,1,0,0,1,0
"615",3838,16548,1900,2252,26518,17338,5626,9847,3956
"616",4031,15292,227,371,26785,7519,239,9294,3798
"617",10,40,0,0,51,15,1,7,6
"618",1271,1485,62,61,2717,1862,73,931,982
"619",10218,7517,6903,4588,20200,24680,7500,4444,5916
"620",8,2,11,17,13,23,9,3,4
"621",1683,514,2110,1316,1271,2196,1334,182,816
"622",2282,1547,1909,1396,3673,3555,2146,1095,1503
"623",558,521,954,703,1202,1016,938,352,382
"624",1466,1596,731,674,3200,2374,524,746,817
"625",109,54,22,50,254,406,56,25,59
"626",3,0,0,1,1,2,0,0,0
"627",9,6,9,15,39,69,6,3,6
"628",105,97,155,66,186,182,78,32,68
"629",1338,1763,2284,1831,3288,2226,1901,1155,904
"630",6,2,1,1,6,7,2,2,0
"631",390,706,435,423,1281,760,286,386,230
"632",10825,10887,5077,3333,24557,21249,8246,6293,7144
"633",231,652,511,479,1389,766,392,409,172
"634",241,418,751,676,846,505,642,203,125
"635",2,8,29,29,4,18,32,2,6
"636",950,1130,3135,2995,2326,1530,3309,664,451
"637",1926,2703,4342,3700,6358,3631,3559,1536,1189
"638",0,0,0,0,0,0,0,0,0
"639",0,0,0,0,0,0,0,0,0
"640",0,0,0,0,0,0,0,0,0
"641",0,0,0,0,0,0,0,0,0
"642",0,0,0,0,0,0,0,0,0
"643",0,0,0,0,0,0,0,0,0
"644",0,0,0,0,0,0,0,0,0
"645",0,0,0,0,0,0,0,0,0
"646",525,1110,1594,1560,2234,1179,1307,658,484
"647",0,0,0,1,0,0,1,0,0
"648",547,4509,11165,6819,6014,1279,8814,1940,637
"649",0,0,1,0,0,0,0,0,0
"650",0,0,0,0,1,0,1,0,0
"651",5,15,66,39,22,10,26,4,4
"652",217,237,380,387,539,320,369,131,103
"653",1941,2225,2607,2354,4610,3365,2293,1182,1075
"654",1,1,4,5,6,1,9,1,1
"655",195,396,573,428,684,329,343,226,151
"656",47,27,104,139,100,71,164,8,14
"657",0,0,3,6,0,0,1,0,0
"658",4,58,1927,2007,123,57,3984,26,5
"659",0,3,15,5,1,1,14,0,0
"660",19,61,1530,903,152,65,2259,25,11
"661",2,27,9,6,22,10,20,4,3
"662",311,454,639,732,866,845,1602,467,242
"663",425,724,895,866,1382,1080,1447,579,361
"664",132,246,996,752,532,233,771,116,98
"665",1150,1875,2207,1820,3675,1946,1704,1199,742
"666",6,24,16,9,33,11,9,13,4
"667",34306,32587,60651,53987,78427,74602,64598,18451,21840
"668",6366,8494,21382,15452,17091,12680,18212,5400,4543
"669",872,571,666,873,1536,1674,781,292,514
"670",4937,4798,5428,4634,9613,8923,5441,2912,3084
"671",34,62,2254,1806,152,75,1427,61,24
"672",746,1203,1930,1807,2189,1075,1377,626,451
"673",1500,1980,2745,2477,4163,2703,2730,1115,943
"674",634,1001,2893,2039,1975,917,1611,610,439
"675",2225,2011,3630,3221,3863,3118,3463,1081,1202
"676",160,202,184,153,331,175,133,112,70
"677",3,0,4,16,6,6,1,0,5
"678",1,1,3,4,6,7,3,3,1
"679",10,22,12,22,30,19,14,16,12
"680",0,0,2,2,1,1,0,1,0
"681",0,0,0,0,0,0,0,0,0
"682",0,0,2,0,0,1,1,0,0
"683",0,0,0,0,0,0,0,0,0
"684",474,653,658,678,1082,718,440,355,270
"685",10,4,47,14,13,17,52,10,6
"686",0,0,0,0,0,0,0,0,0
"687",5,13,38,27,24,20,37,4,1
"688",0,0,0,0,0,0,0,0,0
"689",0,0,0,0,0,0,0,0,0
"690",1,5,1,1,13,9,2,0,3
"691",8,24,0,0,45,28,2,20,8
"692",0,0,0,0,0,0,0,0,0
"693",0,0,0,0,0,0,0,0,0
"694",0,0,0,0,0,0,0,0,0
"695",0,0,0,1,1,2,0,0,0
"696",722,1434,1007,687,2823,1313,952,853,506
"697",1760,2008,4400,2377,4586,3527,3636,1590,1261
"698",106,152,203,162,289,192,171,135,102
"699",2652,7977,6608,7466,14227,6034,6773,4886,2298
"700",35,20,11,15,33,87,16,14,18
"701",0,0,3,1,0,1,0,0,0
"702",0,0,0,0,0,0,0,0,0
"703",156,209,449,375,541,358,396,167,144
"704",1,0,0,0,4,3,0,0,0
"705",0,0,0,0,0,0,0,0,0
"706",0,0,17,6,2,1,4,0,0
"707",12,60,214,288,87,30,226,27,16
"708",0,2,4,1,0,0,0,1,0
"709",1779,2815,5010,3958,6110,3588,4548,1895,1277
"710",2704,2509,2686,2328,4743,4177,2759,1911,1764
"711",241,390,500,531,924,554,505,268,168
"712",1264,186,1502,1732,630,1260,1481,134,725
"713",21,16,19,18,19,15,14,4,6
"714",1562,1175,4772,3812,3060,2835,5592,841,899
"715",6,2,2,4,4,2,4,0,2
"716",4369,2631,3220,3167,6323,6792,2856,1461,2677
"717",3752,593,1833,1965,2754,6458,2078,241,1601
"718",1,1,0,0,2,4,0,0,2
"719",1374,1295,2046,1806,3070,2254,2189,757,673
"720",4039,4411,5475,3492,8852,7318,5219,2860,2594
"721",3078,3806,11531,9038,10184,6501,16358,3202,2915
"722",2,1,7,6,6,12,8,8,2
"723",0,0,1,0,0,1,0,2,0
"724",0,0,0,0,0,0,0,0,0
"725",0,0,0,0,0,0,0,0,0
"726",0,0,0,0,1,0,0,34,0
"727",0,0,1,2,3,0,1,1,0
"728",33,32,16390,9012,298,267,10087,6,33
"729",0,0,40,29,1,2,36,9,1
"730",2,50,164,51,100,28,296,2194,28
"731",4,2,1905,1273,6,14,1000,16,3
"732",229,124,227,137,209,365,267,146,163
"733",0,0,0,0,0,0,0,0,0
"734",58,2,32,19,24,160,12,1,24
"735",880,455,3170,2075,992,1616,2778,225,476
"736",0,0,0,0,0,0,0,0,0
"737",0,0,0,0,0,0,0,0,0
"738",1389,2298,3256,3091,5322,3219,2646,1349,1006
"739",1311,1213,4258,3748,4138,3430,4698,888,944
"740",2739,2745,6811,6913,7345,5458,7265,1881,1751
"741",18,43,37,36,27,45,20,8,8
"742",2467,3251,839,1258,7105,6030,643,2340,2185
"743",45,64,237,188,183,103,142,81,42
"744",8337,9378,577,576,16748,17706,634,4911,4856
"745",1,0,0,0,0,0,0,0,0
"746",5007,3317,2575,1869,7449,6979,2833,1431,2329
"747",1315,1266,2303,2148,2958,2357,2204,757,848
"748",1802,1972,761,742,4606,2980,813,1704,1349
"749",1212,1484,1892,1217,2990,2576,2426,1132,977
"750",33,139,75,66,226,63,49,76,34
"751",0,0,3,2,0,0,2,0,0
"752",0,1,1,4,0,0,1,0,0
"753",40,21,83,82,67,64,53,7,14
"754",4108,2571,4077,3432,8223,8502,3126,1320,2939
"755",41,55,133,105,123,86,96,34,43
"756",560,336,777,703,963,1487,796,78,327
"757",0,0,3,3,0,0,7,1,0
"758",0,0,0,0,0,1,1,5,0
"759",11,5,1,5,0,14,3,0,3
"760",0,0,1,0,0,0,0,0,0
"761",717,1733,2038,2121,2998,1320,1975,1221,523
"762",928,794,1287,1641,1883,1520,1243,513,509
"763",0,0,6,9,3,3,1,1,0
"764",271,286,757,630,725,528,710,191,166
"765",0,0,1,0,0,0,0,0,0
"766",0,0,0,0,0,0,0,0,0
"767",4901,4753,14556,11862,11080,9388,12458,3100,3604
"768",2463,5291,3420,3060,9193,4715,3428,3937,2021
"769",25,184,9,9,205,70,3,61,19
"770",0,0,3,0,0,2,1,1,0
"771",132,1329,238,258,2056,394,285,1005,297
"772",554,4190,1257,1001,6980,1369,1130,1855,531
"773",2036,2237,2954,1168,2223,1586,1122,483,471
"774",2,6,2,5,10,3,2,2,0
"775",1,0,4,10,2,2,9,1,1
"776",3,7,13,14,14,9,10,1,4
"777",2254,2141,2386,1510,4585,4808,3081,1723,1670
"778",3,4,3,2,3,3,1,1,1
"779",2932,4004,4059,3552,7869,5730,4209,2421,1943
"780",237,278,1180,1042,704,440,980,179,142
"781",2606,3197,4982,4035,6705,4317,4136,2347,1720
"782",0,0,0,1,0,1,0,0,0
"783",5835,5145,8094,6437,13313,12727,11096,4118,4379
"784",6,2,24,42,4,4,24,0,0
"785",1210,2021,6212,5871,4302,1974,3231,745,659
"786",2529,3407,4796,3549,7124,4547,3345,2195,1621
"787",5514,1229,490,1062,1911,4742,427,447,2866
"788",0,0,10,2,3,1,10,2,0
"789",425,543,814,327,585,354,348,110,111
"790",120,61,6,6,202,365,8,31,89
"791",4684,2185,256,264,6709,13535,390,1525,2848
"792",0,1,0,0,0,1,0,0,0
"793",0,0,1,0,3,0,0,0,0
"794",4,8,2,12,25,19,4,17,6
"795",2999,5019,2756,1933,9854,7718,3662,4927,3045
"796",1753,1137,2365,1517,2338,3382,2147,891,936
"797",1196,1545,145,116,2752,2303,200,1367,829
"798",6,13,6,2,19,15,4,17,8
"799",4,2,1,1,5,13,1,1,2
"800",1394,261,52,32,1785,4109,35,133,950
"801",4,0,17,15,6,10,20,2,2
"802",75,55,1878,1173,215,313,3310,29,63
"803",1,0,0,1,1,2,2,1,0
"804",4,2,100,66,10,6,245,1,1
"805",6,7,53,57,17,12,58,1,4
"806",7942,8089,18777,16940,20342,14916,18650,4702,4874
"807",673,1252,1137,897,2465,1480,1710,671,500
"808",1202,1821,2916,2479,3705,1978,2262,1050,745
"809",1047,692,887,1140,1346,1360,775,315,495
"810",170,499,2095,1782,806,397,2235,312,154
"811",1007,1359,2837,2190,2838,1663,3165,879,666
"812",29,27,86,147,61,43,53,12,8
"813",0,1,1,0,0,0,0,0,0
"814",99,618,11,6,1026,302,14,242,121
"815",3686,933,439,459,4862,8285,598,377,1962
"816",1120,313,223,278,1965,2714,314,70,259
"817",198,143,1208,1010,455,369,1201,74,89
"818",6843,5463,16850,12111,14431,11432,18390,3729,3759
"819",274,209,312,232,470,332,226,127,188
"820",2330,3787,7580,5515,8069,4621,6769,2424,1321
"821",3905,5437,541,427,7543,5872,556,2618,2462
"822",2631,2144,4562,3859,6123,6129,5589,1214,1476
"823",865,989,1291,1025,2198,1791,1440,481,486
"824",902,4610,1677,852,6791,2653,2893,2327,933
"825",0,0,0,0,0,0,0,0,0
"826",0,0,17,15,1,3,17,0,0
"827",51,135,85,54,234,100,123,24,21
"828",635,1215,1591,1479,2235,783,2972,543,388
"829",321,2016,799,961,2796,569,536,971,303
"830",1360,3733,2727,2663,5666,2501,2742,2365,1111
"831",989,1088,1228,1232,2312,1952,1358,702,712
"832",73,74,136,149,181,180,134,56,51
"833",10,7,4194,3980,28,67,7398,4,11
"834",22,6,111,94,63,38,132,9,17
"835",0,0,0,0,0,0,0,0,0
"836",26,389,652,1112,528,72,558,108,28
"837",2584,1973,2391,1699,3959,4040,3064,2105,2083
"838",1025,1329,974,1076,2300,1030,749,1033,700
"839",5978,4812,12660,12774,12177,11746,10971,2913,3230
"840",7900,7887,850,1411,17307,10877,858,6788,5475
"841",177,42,2,1,133,204,5,19,82
"842",4,0,0,3,2,4,2,2,2
"843",2,0,0,1,5,1,0,0,1
"844",1,0,9,13,11,7,30,1,1
"845",101,97,154,114,192,131,156,42,39
"846",1145,1208,2155,1888,2147,1359,1261,939,722
"847",434,600,1629,1320,1292,765,1135,365,331
"848",8999,8708,17636,12727,22403,18979,21215,8197,7604
"849",5638,5439,8852,6285,13190,12129,12394,5097,5218
"850",7,5,37,50,10,10,43,5,6
"851",87,120,1930,3055,642,198,2506,293,83
"852",5,24,197,297,37,20,204,8,4
"853",4231,3562,24583,34957,9172,4719,28090,2091,2662
"854",0,0,5,7,0,0,11,0,0
"855",10,6,7116,11090,62,182,8991,23,25
"856",10,26,25,20,28,22,8,7,5
"857",49866,29819,50050,61281,38385,36360,15882,22839,37474
"858",17,21,36,15,13,15,5,1,0
"859",8,17,16,8,71,44,24,99,13
"860",27117,2149,22416,16561,10548,65814,29498,508,7335
"861",351,43,2146,1200,388,1583,4672,26,77
"862",134,48,310,340,217,400,436,56,68
"863",1,0,2,8,1,0,1,0,0
"864",35,38,188,201,105,135,232,17,25
"865",3540,3649,5817,4515,8908,7112,5165,2471,2478
"866",0,0,1,1,0,0,0,0,1
"867",1028,824,1236,1123,1980,2001,949,422,612
"868",5245,7405,5943,4675,12466,6961,4444,3961,2874
"869",0,0,0,0,0,1,0,1,0
"870",931,998,1417,1181,2227,1614,1330,690,541
"871",1171,1385,900,979,2179,1568,965,580,463
"872",17,10,21,20,35,26,22,9,4
"873",0,0,0,4,1,0,1,0,1
"874",6786,5737,7684,8785,16599,14600,8892,3705,4339
"875",1,1,3,12,5,9,6,3,3
"876",620,309,796,1125,613,733,886,175,292
"877",53,100,203,172,121,60,122,64,36
"878",3366,970,16503,14719,3564,5015,13636,462,1604
"879",691,364,1622,799,1476,1234,714,178,259
"880",2,0,0,0,8,10,1,0,3
"881",3,5,15,12,22,18,12,3,1
"882",1845,2272,2079,2046,5999,3968,2318,1654,1447
"883",2,9,13,14,14,8,5,5,4
"884",13475,15952,2344,2900,28826,19876,2269,8272,7722
"885",4091,4058,5596,4282,9387,5783,4355,2272,2973
"886",747,1023,1693,1406,2052,1418,1321,625,591
"887",546,121,5753,7757,354,428,5781,126,325
"888",44,173,381,474,317,92,387,102,55
"889",2358,3160,9226,8772,7037,4409,6759,1918,1561
"890",323,1520,3769,3349,2752,1070,2911,868,376
"891",18002,15890,85326,117585,30851,22964,85888,10384,14972
"892",358,621,7172,5670,968,561,6936,413,204
"893",6,1,65,27,2,2,41,4,1
"894",2955,4725,1846,1516,11901,5450,2572,3007,2301
"895",94,114,48,52,214,132,67,62,52
"896",718,2305,17649,17601,4932,1391,25768,2240,767
"897",0,0,1,1,0,0,0,0,0
"898",1106,1773,2919,2551,3684,1745,1896,862,654
"899",4,2,0,1,7,2,0,2,1
"900",0,0,0,1,0,0,0,0,0
"901",1522,226,639,374,650,1131,887,133,833
"902",16,12,136,88,63,105,249,7,16
"903",1357,1507,5387,3547,4429,4613,8386,732,553
"904",0,0,0,0,1,0,0,1,0
"905",1,0,13,11,12,12,26,1,0
"906",3621,3421,8605,6308,9488,8293,10813,2317,2196
"907",7,10,12,9,23,5,10,11,6
"908",209,339,527,490,691,405,432,213,176
"909",47,67,946,792,135,73,788,40,41
"910",0,0,0,1,0,0,0,0,0
"911",1505,1712,3196,1953,2952,2607,4261,1084,1147
"912",10,20,11,5,34,23,12,12,17
"913",4,1,6,10,3,3,4,0,4
"914",25,67,208,156,153,98,134,31,42
"915",2,2,20,10,5,1,17,2,1
"916",0,0,0,0,0,1,0,0,0
"917",0,0,0,0,0,0,0,0,0
"918",0,0,0,0,0,0,0,0,0
"919",1,0,64,16,22,17,88,26,16
"920",0,1,0,0,1,0,0,0,0
"921",4459,29436,5091,4556,52192,13020,4370,20113,5924
"922",1,0,0,0,0,0,0,0,0
"923",2,0,0,1,0,1,0,1,0
"924",64,112,163,117,207,107,106,59,49
"925",0,0,0,0,0,0,0,0,0
"926",1366,1585,1863,1406,3329,2963,1914,1147,950
"927",1,0,1,0,0,0,0,0,0
"928",0,0,0,0,0,0,0,0,0
"929",1611,1572,3720,2161,3521,3680,3849,1214,1140
"930",98,139,2717,1664,348,193,2247,109,105
"931",0,0,0,0,0,0,0,0,0
"932",0,0,0,0,0,0,0,0,0
"933",0,0,0,0,0,0,0,0,0
"934",1,0,2,0,0,2,2,0,2
"935",0,0,1,0,0,0,0,0,0
"936",56,124,126,111,187,408,210,81,111
"937",3,1,4,8,0,12,6,1,2
"938",0,0,0,0,0,0,0,0,0
"939",0,0,1,0,0,0,0,0,0
"940",2021,2380,3290,2362,4870,3566,2968,1607,1321
"941",5,11,18,11,7,13,18,7,5
"942",257,726,930,733,1256,570,701,412,227
"943",565,1787,2044,1656,2693,1290,2141,1278,519
"944",770,1502,1858,1335,2938,1601,1300,1058,548
"945",1049,4107,6264,5932,3601,1357,5148,2347,673
"946",0,0,0,0,0,0,0,0,0
"947",0,0,0,1,0,0,0,0,0
"948",0,3,29,20,27,12,46,14,9
"949",0,0,0,0,0,0,0,0,0
"950",0,0,3,1,0,2,2,3,1
"951",1,3,330,368,1,1,301,5,4
"952",56,50,52,26,160,138,36,19,21
"953",0,0,0,0,0,0,0,0,0
"954",0,0,0,0,0,0,0,0,0
"955",2864,1520,1411,1211,3912,4724,1152,1105,2173
"956",2,1,5,1,0,2,5,0,0
"957",2784,1751,3942,3615,2483,3932,4481,562,1387
"958",2695,3387,9739,6997,6745,5077,5254,1801,1709
"959",6,10,7,5,27,6,1,3,1
"960",1,0,0,1,0,1,0,0,0
"961",0,1,0,0,0,0,0,0,0
"962",1033,1248,1729,1266,2222,1853,1669,851,663
"963",7802,7072,15715,9628,16111,15004,15013,5089,4959
"964",50,13,24,22,24,120,88,9,45
"965",28,106,7984,12632,149,501,16304,68,99
"966",0,0,0,1,0,0,1,0,0
"967",0,0,0,0,0,0,0,0,0
"968",10811,5449,20873,13057,16844,26964,27290,4086,7349
"969",516,528,1067,794,1182,1145,908,425,347
"970",335,675,578,579,1502,755,596,579,365
"971",1759,2345,4573,3485,5569,4258,4618,1559,1230
"972",248,683,1027,694,1385,769,731,371,225
"973",130,122,19800,26970,461,752,22545,80,116
"974",3089,2748,5433,4148,8711,9816,5605,1820,2352
"975",3655,1121,9546,9248,4400,6550,9876,531,1792
"976",159,257,707,712,436,294,437,134,120
"977",73,124,4913,5308,270,151,4876,75,67
"978",71,66,2983,3401,228,243,3211,64,59
"979",2,5,59,30,8,7,62,0,1
"980",0,0,1,0,0,0,0,0,0
"981",4358,4309,8738,8263,11257,10185,9330,2647,3002
"982",4,2,4,0,0,4,0,1,5
"983",38,7,53,37,47,168,47,7,29
"984",4502,4190,6749,5666,11376,10121,7834,2979,3050
"985",33,133,7,15,188,85,14,17,13
"986",4162,12043,66833,66340,26126,11615,76547,6816,3723
"987",3945,7995,78623,73524,17389,9932,72585,4921,2907
"988",1,4,6,14,4,2,4,3,2
"989",2,1,8,8,8,4,8,0,0
"990",8112,8781,22864,18414,26415,20393,22696,6655,5801
"991",2,3,165,87,13,8,126,17,6
"992",0,0,13,9,1,2,9,1,0
"993",0,0,2,3,0,2,0,0,0
"994",501,345,1227,811,969,390,728,180,104
"995",3258,560,106,61,3254,7969,208,224,1203
"996",0,7,6,1,10,5,11,5,2
"997",1,0,1,1,0,2,2,0,1
"998",0,0,0,0,0,0,1,0,0
"999",0,0,0,0,0,0,0,0,0
"1000",15183,137053,5110,5387,140043,26475,4346,55792,16063
"1001",0,0,0,0,2,0,0,0,0
"1002",0,0,1,0,0,0,0,0,0
"1003",0,0,0,0,0,0,0,0,0
"1004",0,0,12,12,1,1,21,4,2
"1005",32100,19849,16067,13783,36018,42853,13915,9805,17007
"1006",893,1528,1502,1263,2979,1532,1520,1070,606
"1007",2602,2218,6465,5338,5160,4033,4509,1173,1249
"1008",101,53,1744,1743,108,191,1569,14,40
"1009",0,0,2,1,1,1,3,0,1
"1010",1994,5982,6433,4494,13319,4725,7293,3408,1538
"1011",3,2,25,25,4,6,60,2,1
"1012",1122,1619,2583,2223,3045,1553,1847,984,717
"1013",0,1,1,0,0,0,0,0,0
"1014",1,0,0,0,2,2,0,1,0
"1015",6716,10354,4271,3475,18934,11933,3693,5566,3010
"1016",3004,3257,3633,3434,8718,7470,4423,2643,2086
"1017",4648,4270,6243,6365,11654,9700,6381,2706,3022
"1018",5825,7547,15714,14598,18717,11238,14924,5434,4205
"1019",4,1,2,1,2,0,4,0,1
"1020",4,33,5,5,82,16,9,31,13
"1021",5,15,83,78,22,7,88,10,5
"1022",2,12,15,23,32,12,50,23,9
"1023",89,1074,3221,2565,2252,510,4268,800,172
"1024",3348,6378,22279,16282,14838,8561,25657,3916,2490
"1025",547,2973,1732,1493,4217,1301,2165,1501,496
"1026",0,0,0,1,0,0,0,0,0
"1027",1903,5804,7832,7208,10559,4336,6739,3310,1461
"1028",73,562,6399,5119,1152,297,4894,459,124
"1029",12,12,28,43,6,42,50,5,9
"1030",0,3,5,6,2,3,7,0,0
"1031",694,611,2513,2015,1411,1072,2598,422,467
"1032",175,222,1187,903,536,369,948,99,101
"1033",243,242,149,99,416,362,120,81,114
"1034",332,83,208,139,308,782,262,33,207
"1035",19,16,100,50,53,28,94,10,10
"1036",0,3,7,11,0,0,11,2,0
"1037",1,0,14,41,2,1,20,0,0
"1038",0,0,0,0,0,0,0,0,0
"1039",1,14,191,226,5,13,244,17,11
"1040",0,0,0,3,0,0,1,0,0
"1041",484,623,1321,1063,1464,1204,1111,435,289
"1042",7,2,1,3,4,9,14,3,0
"1043",7,67,35,32,77,25,40,42,16
"1044",3095,10814,14647,9433,18557,5232,15739,7104,3280
"1045",62,188,138,44,219,98,113,163,96
"1046",8,32,115,83,36,19,194,12,7
"1047",635,1159,1783,1355,2009,1166,1011,593,443
"1048",816,983,4259,3028,2282,1729,3479,838,590
"1049",1282,1398,4084,3377,2753,2136,4583,947,853
"1050",0,0,0,0,0,0,0,0,1
"1051",0,5,13,11,1,6,14,0,0
"1052",7,9,16,16,16,11,4,3,2
"1053",5256,4660,8814,7048,12723,11507,9245,3232,3099
"1054",6,7,11,12,18,30,14,8,3
"1055",330,283,366,301,539,481,459,246,198
"1056",7128,5816,10586,5932,9163,12363,9101,4875,5646
"1057",0,0,0,0,0,0,0,0,0
"1058",24,24,72,34,66,131,98,38,52
"1059",242,573,805,684,963,393,511,330,194
"1060",152,668,611,546,1105,412,422,493,199
"1061",193,453,974,1059,849,469,696,305,148
"1062",0,0,46,39,0,3,35,0,0
"1063",0,0,2,0,0,2,0,0,0
"1064",3925,10237,7955,7469,19239,8178,7320,7203,3271
"1065",11,11,7,6,10,4,11,2,0
"1066",88,8,16,18,32,158,11,2,17
"1067",1,0,4,1,2,2,2,2,2
"1068",4726,3587,11736,8549,9729,12547,13330,2687,3357
"1069",2,3,0,2,1,0,1,1,1
"1070",364,401,341,339,821,489,276,307,248
"1071",113,30,155,148,147,251,283,23,61
"1072",3,1,1,2,2,5,5,0,1
"1073",8,24,21,15,10,86,60,7,30
"1074",0,0,0,0,0,0,0,0,0
"1075",0,0,0,0,0,0,0,0,0
"1076",367,291,882,814,559,476,846,150,215
"1077",316,374,635,483,767,560,519,282,206
"1078",17,36,19,27,5,78,41,4,26
"1079",0,0,0,1,0,0,0,0,0
"1080",18793,16479,27763,25088,42318,37646,38689,11829,11270
"1081",4,29,17,14,57,12,25,14,7
"1082",103,425,355,291,1444,496,495,207,161
"1083",502,3276,2028,2228,6510,1501,2581,1648,626
"1084",0,5,16,11,9,0,13,2,0
"1085",8,262,5,7,961,93,2,101,17
"1086",0,0,0,0,0,0,0,0,0
"1087",96,124,872,865,75,431,739,57,139
"1088",279,390,629,449,764,584,643,290,210
"1089",0,0,0,0,0,0,0,0,0
"1090",636,944,2597,2531,2207,1481,2530,550,459
"1091",699,1463,884,761,2295,1397,1087,1076,579
"1092",118,135,568,441,289,181,329,93,105
"1093",48,71,68,84,154,94,71,55,32
"1094",5,15,622,258,519,204,1250,169,53
"1095",0,0,1,3,2,5,4,1,0
"1096",10,72,1508,1136,2646,850,4505,683,240
"1097",0,1,17,16,8,15,66,9,5
"1098",11,148,32,29,259,71,46,98,24
"1099",2181,1382,2906,1943,3172,4213,3086,898,1349
"1100",481,652,353,341,1165,592,254,490,292
"1101",1082,1677,2168,1419,3572,2450,1785,1195,850
"1102",474,884,1370,1355,1747,877,1096,471,320
"1103",5635,4859,485,559,13945,10518,384,2875,2861
"1104",661,869,607,755,306,2564,1003,131,573
"1105",0,0,0,1,2,2,0,0,0
"1106",0,0,0,0,0,0,1,0,0
"1107",0,0,0,0,0,0,0,0,0
"1108",0,0,0,0,1,0,0,0,0
"1109",1,1,5,2,3,0,0,0,1
"1110",4771,7051,5635,6386,16079,8732,5342,4055,2877
"1111",1205,1495,2546,2495,3369,2671,2221,995,824
"1112",23,18,946,857,48,56,705,5,10
"1113",1839,2022,2457,2236,4294,3693,2857,1368,1092
"1114",596,1010,1326,1383,2545,1710,1177,668,620
"1115",13,9,6,4,16,50,9,20,22
"1116",4741,3160,4970,4437,10589,10609,4338,1586,2200
"1117",11,5,5,2,7,17,5,6,6
"1118",32,44,495,556,69,43,311,23,33
"1119",0,0,1,1,0,1,0,0,0
"1120",1000,807,2233,2192,2485,2345,1756,472,610
"1121",8,1,5,2,3,10,5,0,1
"1122",1036,982,1751,1270,2197,1596,1817,851,668
"1123",0,0,0,0,5,4,2,1,1
"1124",1,5,58,30,12,7,25,1,2
"1125",0,1,10,3,0,0,3,0,1
"1126",82,97,579,794,99,191,599,30,44
"1127",13,12,20,28,22,17,20,10,6
"1128",742,781,1763,1380,1876,1581,1972,514,539
"1129",3236,3383,3835,3340,7703,6571,5563,2329,1892
"1130",0,0,2,0,1,0,0,0,0
"1131",43,944,3,1,537,58,15,14,6
"1132",1,43,0,0,56,4,0,20,4
"1133",0,0,17,19,0,2,18,0,0
"1134",2,7,630,652,17,32,557,4,4
"1135",1657,2467,3009,2735,5091,3613,2650,1414,849
"1136",1389,1559,2539,2297,3169,2024,2092,983,726
"1137",0,0,0,1,0,1,1,0,0
"1138",1534,2625,4602,4498,5402,2940,3217,1378,912
"1139",380,1049,789,649,1777,766,540,702,357
"1140",0,0,0,1,0,0,0,0,0
"1141",0,0,1,0,1,0,1,0,0
"1142",1,0,6,4,0,1,2,1,0
"1143",13,7,8,6,3,22,23,1,7
"1144",4466,2832,12485,13695,9169,7925,13206,1693,2513
"1145",53,81,1299,816,171,82,768,49,33
"1146",10,22,201,124,119,65,327,54,31
"1147",4,16,159,73,90,42,222,47,15
"1148",7,55,146,240,86,24,191,134,39
"1149",1,2,4,5,5,1,3,0,2
"1150",575,585,1820,1281,1660,1290,1407,372,380
"1151",3,4,5,4,4,4,7,3,2
"1152",361,280,869,920,180,1075,1195,109,283
"1153",4131,2494,7662,5548,9425,12984,11996,1409,2853
"1154",739,1032,829,726,2190,1444,1137,577,465
"1155",0,1,0,1,4,15,1,2,1
"1156",4,7,1,2,6,6,3,3,0
"1157",9,12,5,4,39,55,11,6,15
"1158",2896,1047,602,698,3258,4697,802,464,1321
"1159",72,25,4,4,29,82,8,9,48
"1160",1279,457,243,257,1148,1628,267,180,500
"1161",104,821,164,168,1164,490,207,607,190
"1162",3774,4888,5264,4687,12907,8521,7076,2753,2324
"1163",228,362,700,679,800,423,571,232,160
"1164",0,0,2,0,1,1,2,0,0
"1165",0,0,5,0,1,0,1,1,0
"1166",2,1,24,16,15,19,18,11,11
"1167",7,6,1,3,13,11,4,7,0
"1168",4,2,20,7,16,13,13,7,6
"1169",38,369,41,29,601,96,34,316,73
"1170",1520,3453,6200,5848,7123,3499,4953,2045,1208
"1171",1,103,239,170,186,38,137,57,27
"1172",0,4,55,114,18,7,70,21,9
"1173",0,3,4,7,0,0,3,0,0
"1174",353,760,1521,1357,1310,663,1010,380,252
